index,user,question,answer,question_class,is_domain_question
1430,174,what is defect,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
1431,174,another example,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",Statement,
1432,174,another example,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",Statement,
1433,174,hey,"Hello, ask me a question!",Greet,0
1434,174,what is a bug,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
1435,174,thanks,You are welcome! :),Statement,
1436,175,hi,Welcome!,Greet,0
1437,175,what is bug,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
1438,175,What is the difference between fault and error,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. An error is a state of execution of the program which is not expected and may lead to an incorrect result.",Clarify,1
1439,175,How do i apply equivalence class partitioning criteria,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.",Clarify,1
1440,175,what is a bug,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
1441,176,hi,"Hi there, what do you need?",Greet,0
1442,176,hi,"Hello, ask me a question!",Greet,0
1443,176,what is bug,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
1444,176,What is the difference between fault and error,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. An error is a state of execution of the program which is not expected and may lead to an incorrect result.",Clarify,1
1445,176,How do i apply equivalence class partitioning criteria,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.",Clarify,1
1446,177,Hi,Welcome!,Greet,0
1447,178,Hi,"Hi there, what do you need?",Greet,0
1448,178,what is software testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
1449,179,Hello,"Hello, ask me a question!",Greet,0
1450,179,What is a fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
1451,179,What is the difference between fault and error,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. An error is a state of execution of the program which is not expected and may lead to an incorrect result.",Clarify,1
1452,179,Can you give me a example of functional testing criteria,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",ynQuestion,1
1453,179,How do i apply equivalence class partitioning criteria,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.",Clarify,1
1454,179,Can you give me a example of equivalence class partitioning criteria,"Consider the specification. A program validates a field in the following way: values less than 10 are rejected, values between 10 and 21 are accepted and values greater or equal to 22 are rejected. In this problem, the values 3, 10 and 22 cover all the existing equivalence classes.",ynQuestion,1
1455,17,TOB_STT iniciar conversa,Hi there! What's your name?,Statement,
1456,180,hi,Welcome!,Greet,0
1457,180,thank you,You are welcome! :),Statement,
1458,180,hello,"Hi there, what do you need?",Greet,0
1459,180,what do you offer,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1460,180,testing,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1461,180,test a software,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1462,181,hey,"Hello, ask me a question!",Greet,0
1463,181,what is is software,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1464,181,how can i test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1465,181,tes,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1466,181,test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1467,181,testes types,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1468,181,tests types,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1469,181,mutation test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1470,181,How mutation works,"Sorry, I still can't answer that.. Could you ask me differently?",Clarify,1
1471,182,"hi, can you teach me something about test","Hi there, what do you need?",Emphasis,1
1472,182,to organize scenarios on a new product,"Sorry, I still can't answer that.. Could you ask me differently?",nAnswer,*
1473,182,how to organise tests,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1474,182,test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1475,182,can you teach me about software tests,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1476,182,can you teach me,"Sorry, I still can't answer that.. Could you ask me differently?",ynQuestion,*
1477,182,forget,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1478,183,what is an oracle,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",whQuestion,
1479,183,example of a equivalence class,"In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example.",Statement,
1480,183,thanks,You are welcome! :),Statement,
1481,183,what is a controle flow graph,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1482,183,what is a control flow graph,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1483,183,example of if,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1484,183,example of switch,"Sorry, I still can't answer that.. Could you ask me differently?",ynQuestion,1
1485,183,Define a non executable path,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1486,183,What is functional testing,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",whQuestion,
1487,183,How do I use functional testing,"It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion.",Clarify,1
1488,183,Show me an example,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1489,183,What is a path,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1490,183,what is a path,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1491,183,what is a simple path,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1492,183,define complete path,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1493,183,What Is cfg,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1494,183,thank you,You are welcome! :),Statement,
1495,183,bye,Nice talking to you!,Bye,0
1496,183,hey,"Hi there, what do you need?",Greet,0
1497,183,what is an oracle,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",whQuestion,
1498,183,what is a fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
1499,183,what is an error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
1500,183,thanks,You are welcome! :),Statement,
1501,184,hi,Welcome!,Greet,0
1502,184,unit test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1503,185,Hello,"Hi there, what do you need?",Greet,0
1504,186,"Hi, good morning","Hi there, what do you need?",Greet,0
1505,186,Tell me about black box,"Sorry, I still can't answer that.. Could you ask me differently?",Clarify,1
1506,186,What mean black box test,"Sorry, I still can't answer that.. Could you ask me differently?",Clarify,1
1507,186,"Hi, my name is Peter","Hello, ask me a question!",whQuestion,
1508,186,"Faça um paralelo entre defeitos, erros e falhas","Sorry, I still can't answer that.. Could you ask me differently?",nAnswer,1
1509,186,"Make a parallel between defects, errors and failures","Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1510,186,What is software testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
1511,186,What is a failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
1512,186,What the difference between failure and error,"Sorry, I still can't answer that.. Could you ask me differently?",Continuer,1
1513,186,What the difference between defect and error,"Sorry, I still can't answer that.. Could you ask me differently?",Continuer,1
1514,186,what is defect,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
1515,186,How to apply the limit value analysis criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1516,186,limit value analysis criterion,"Sorry, I still can't answer that.. Could you ask me differently?",ynQuestion,1
1517,186,What is value analysis criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1518,186,what is limite value,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1519,186,Provides examples of using the limit value analysis criterion,"Sorry, I still can't answer that.. Could you ask me differently?",Clarify,1
1520,186,what is criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1521,186,What is value analysis criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1522,186,How do apply the limit value analysis criterion,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1523,186,How do I apply equivalence class partitioning criteria,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.",whQuestion,
1524,186,What the difference between fault and error,"Sorry, I still can't answer that.. Could you ask me differently?",Clarify,1
1525,186,What is the difference between fault and error,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. An error is a state of execution of the program which is not expected and may lead to an incorrect result.",Clarify,1
1526,186,What the difference between failure and error,"Sorry, I still can't answer that.. Could you ask me differently?",Continuer,1
1527,186,What is the difference between failure and error,A failure is a result of the program which is incorrect or not expected. This is caused by an error. An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
1528,186,What the difference between failure and fault,"Sorry, I still can't answer that.. Could you ask me differently?",Clarify,1
1529,186,What is the difference between failure and error,A failure is a result of the program which is incorrect or not expected. This is caused by an error. An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
1530,186,How do I apply the limit value analysis criterion,"Sorry, I still can't answer that.. Could you ask me differently?",Reject,1
1531,187,Hi,"Hello, ask me a question!",Greet,0
1532,187,What is a error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
1533,188,Hello,Welcome!,Greet,0
1534,188,How are you,Great! How are you?,whQuestion,
1535,189,Hi,Welcome!,Greet,0
1536,189,Who are you,"I am TOB-STT, a software testing teaching assistant!",whQuestion,
1537,18,TOB_STT iniciar conversa,Hi there! What's your name?,Statement,
1538,18,Hi,Hi there!,Greet,0
1539,18,simone,I don't know how to respond this,Statement,
1540,18,TOB_STT iniciar conversa,Hi there! What's your name?,Statement,
1541,18,Simone,Hello Simone ! Can you tell me your Numero USP?,Statement,
1542,18,1842655,Thank you! What's up?,Statement,
1543,18,what´s your name?,Is that a rhetorical question?,whQuestion,
1544,18,yes,Tell me more.,yAnswer,0
1545,18,i like you,Thanks for the information.,Statement,
1546,18,How to use particioning class,I don't know how to respond this,Clarify,1
1547,18,how to use partitioning,I don't know how to respond this,whQuestion,
1548,190,olá,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1549,190,I need to test a unit in javascript,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1550,190,I need to test a unit in javas,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1551,190,I need to test a unit in java,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1552,190,hi,"Hello, ask me a question!",Greet,0
1553,190,how to test a java program,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1554,191,O que é classe de equivalência,"Sorry, I still can't answer that.. Could you ask me differently?",Clarify,1
1555,191,partição de equivalência,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1556,191,structural test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1557,192,Hello,"Hello, ask me a question!",Greet,0
1558,193,what is is a fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
1559,193,what is difference between fault and error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,Clarify,1
1560,193,what is a fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
1561,193,What is the difference between defect and failure?,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation. A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
1562,193,How can the boundary value analysis criterion be applied?,"Sorry, I still can't answer that.. Could you ask me differently?",ynQuestion,1
1563,193,How can apply partitioning equivalency,"Sorry, I still can't answer that.. Could you ask me differently?",ynQuestion,1
1564,193,Provide example of applications of the equivalence partitioning,TOB-STT:,Statement,
1565,193,Provide examples of applications of the equivalence partitioning,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1566,194,Hi,"Hello, how are you?",Greet,0
1567,194,pretty good thanks,You are welcome! :),Statement,
1568,194,what is is a chatbot,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1569,194,Do you know what is a chatbot,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1570,194,What is a Test,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",whQuestion,
1571,194,and what is UX,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1572,194,What Is is user experience,"Sorry, I still can't answer that.. Could you ask me differently?",Clarify,1
1573,194,What Is is Unit Tests,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1574,194,What Is unit test,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",whQuestion,
1575,194,what types of tests are there,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1576,194,What types of tests exists,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1577,194,How many tests exist,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1578,194,criteria,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1579,194,i want to do a test in a software,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1580,194,quero fazer um teste,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1581,195,hi lorena,Welcome!,Greet,0
1582,195,what is your name,"I am TOB-STT, a software testing teaching assistant!",whQuestion,
1583,195,I need learning about test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1584,196,Hi,"Hi there, what do you need?",Greet,0
1585,196,I need to learn about software design,"Sorry, I still can't answer that.. Could you ask me differently?",nAnswer,1
1586,196,What can you answer,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1587,196,I need to learn about software test,"Sorry, I still can't answer that.. Could you ask me differently?",nAnswer,1
1588,196,What,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1589,196,Unity test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1590,196,What is tour name,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1591,196,What is your name,"I am TOB-STT, a software testing teaching assistant!",whQuestion,
1592,196,What is your name,"I am TOB-STT, a software testing teaching assistant!",whQuestion,
1593,196,What is your name,"I am TOB-STT, a software testing teaching assistant!",whQuestion,
1594,196,name,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1595,196,name,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1596,196,What name,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1597,196,What is your name,"I am TOB-STT, a software testing teaching assistant!",whQuestion,
1598,196,What is name,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1599,196,What is your name,"I am TOB-STT, a software testing teaching assistant!",whQuestion,
1600,196,What Is your name,"I am TOB-STT, a software testing teaching assistant!",Clarify,0
1601,196,What Is your name,"I am TOB-STT, a software testing teaching assistant!",Clarify,0
1602,196,your name,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1603,196,Teste,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1604,196,Can you help me,"Ok, tell me. What is your question?",ynQuestion,*
1605,197,hi lorena,"Hi there, what do you need?",Greet,0
1606,197,power,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1607,198,hi,"Hi there, what do you need?",Greet,0
1608,198,error detection,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1609,199,Hi,"Hello, how are you?",Greet,0
1610,199,I am ok,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1611,199,What is error,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,whQuestion,
1612,199,What difference among error and fault,"Sorry, I still can't answer that.. Could you ask me differently?",Clarify,1
1613,19,TOB_STT iniciar conversa,Hi there! What's your name?,Statement,
1614,19,hey,Yeah that's right.,Greet,0
1615,19,TOB_STT iniciar conversa,Hi there! What's your name?,Statement,
1616,19,what are you?,I don't know how to respond this,whQuestion,
1617,19,o que vc é,I don't know how to respond this,nAnswer,0
1618,19,do you know how to program?,I don't know how to respond this,whQuestion,
1619,19,what do you know?,I tend to know a great deal. Tell me what subjects interest you.,whQuestion,
1620,19,fotball,I don't know how to respond this,Statement,
1621,19,testing,I don't know how to respond this,Statement,
1622,19,software testing,I don't know how to respond this,Statement,
1623,200,what is software inspection,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1624,200,What is software inspection,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1625,200,ORACLE PROBLEM,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1626,200,test coverage,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1627,200,what is the diference of fault and failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
1628,200,what is the diference between of fault and failure,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
1629,200,what is a fault,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
1630,201,oi,"Sorry, I still can't answer that.. Could you ask me differently?",Greet,0
1631,201,qual seu nome,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1632,202,Hello,"Hi there, what do you need?",Greet,0
1633,202,What is Software Testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
1634,203,what is a bug,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
1635,203,what is a defect,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
1636,203,takdlkasmcdoamc,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1637,204,hiiiii,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1638,204,I love you,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1639,205,hello,"Hi there, what do you need?",Greet,0
1640,205,Can you explain me more about functional testing,"Sorry, I still can't answer that.. Could you ask me differently?",Emphasis,1
1641,205,What is functional testing,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",whQuestion,
1642,205,What are the functional testing criteria,"A testing criteria or technique is a set of rules which define the information to be used to create a test set, in order to fulfill some objective. For example, the white-box testing uses the information of the code’s structure to create a test set.",whQuestion,
1643,205,Give me an example of functional testing criteria,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",Statement,
1644,205,Name the available functional testing criteria,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1645,205,Which are the black box testing techniques,"Sorry, I still can't answer that.. Could you ask me differently?",Clarify,1
1646,205,"List the black box testing techniques, please","Sorry, I still can't answer that.. Could you ask me differently?",Clarify,1
1647,205,What is equivalence class partitioning,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.",whQuestion,
1648,206,hi,Welcome!,Greet,0
1649,206,Thanks,You are welcome! :),System,
1650,206,Thank you,You are welcome! :),Statement,
1651,206,What,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1652,206,Help me,"Ok, tell me. What is your question?",Statement,
1653,207,burro,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1654,207,se mata,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1655,207,meu deus hein garoto,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1656,207,GQM,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1657,207,o que é gqm,"Sorry, I still can't answer that.. Could you ask me differently?",nAnswer,1
1658,207,What is GQM,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1659,207,Hi,"Hi there, what do you need?",Greet,0
1660,207,I need to know what is a gqm,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1661,208,hi,"Hello, ask me a question!",Greet,0
1662,208,who are you,"I am TOB-STT, a software testing teaching assistant!",whQuestion,
1663,208,what is test,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",whQuestion,
1664,209,oi,"Sorry, I still can't answer that.. Could you ask me differently?",Greet,0
1665,209,How are you doing,Great! How are you?,whQuestion,
1666,209,fine,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1667,209,Can you help me,"Ok, tell me. What is your question?",ynQuestion,*
1668,20,TOB_STT iniciar conversa,Hi there! What's your name?,Statement,
1669,20,"Hello, my name is Stevão",Hi there!. Hi there!,Statement,
1670,20,Can you help me with some doubts?,"Ok, tell me. What is your question?",ynQuestion,*
1671,20,I m wondering what is the concept of functional testing,There might be more than one.,Statement,
1672,20,Can you explain?,Check back later and see if I learn the answer to that one.,ynQuestion,*
1673,20,sure,Awesome.,Statement,
1674,20,How about some functional criteria?,I don't know how to respond this,whQuestion,
1675,20,How about some functional software testing criteria?,I don't know how to respond this,whQuestion,
1676,20,can you give me some example of functional software testing criteria?,Why?.,ynQuestion,1
1677,20,I wanna understand it better,Interesting gossip.,ynQuestion,*
1678,20,What is the difference between partitioning into equivalence classes and limit value analysis?,I'll ask around and get back to you.. What is it to you?,Clarify,1
1679,20,Ok,That's cool.,Statement,
1680,20,What is a bug?,I have to think about that one for a while.,whQuestion,
1681,20,What is a fault?,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
1682,20,What is a failure?,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,whQuestion,
1683,20,thank you,You are welcome! :),Statement,
1684,20,What is a fault?,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.",whQuestion,
1685,20,what is a bug?,There might be more than one.,whQuestion,
1686,20,What is a bug in software testing?,That's not something I get asked all the time.,whQuestion,
1687,210,How are you,Great! How are you?,whQuestion,
1688,210,"I m fine, thanks",You are welcome! :),Statement,
1689,210,How s the weather today,"Sorry, I still can't answer that.. Could you ask me differently?",Clarify,0
1690,210,What is test,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",whQuestion,
1691,210,What is black box test,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",whQuestion,
1692,210,what are the types of tests,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1693,211,teste,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1694,211,test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1695,211,hi,"Hello, how are you?",Greet,0
1696,211,good and yoy,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1697,211,good and you,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1698,212,Hi,"Hi there, what do you need?",Greet,0
1699,212,I want to know about performance testing,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1700,212,How to test web applications,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1701,212,What is QA,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1702,212,What is software testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
1703,212,What is penetration testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
1704,212,What is penetration testing,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",whQuestion,
1705,213,dsfsdfsd,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1706,213,Hi,"Hello, how are you?",Greet,0
1707,213,What is unit test,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",whQuestion,
1708,213,what is an integrated test,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",whQuestion,
1709,213,what is qa,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1710,213,Quality,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1711,213,how to have quality,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1712,214,what is a defect,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,whQuestion,
1713,215,hi,"Hello, ask me a question!",Greet,0
1714,215,how are you,"I am fine, what about you",whQuestion,
1715,215,fine thanks,You are welcome! :),Statement,
1716,215,how i search something here,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1717,215,how i test this,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1718,215,test,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1719,215,teste,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1720,215,what are you can do,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
1721,215,help,"Sorry, I still can't answer that.. Could you ask me differently?",Statement,
1722,215,hi,"Hello, ask me a question!",Greet,0
1723,215,what question,"Sorry, I still can't answer that.. Could you ask me differently?",whQuestion,
