,user,question,question_class,v1_answer,v2:model-20230626-203321
1456,180,hi,Greet,Welcome!,Hi
1457,180,thank you,Statement,You are welcome! :),No worries!
1458,180,hello,Greet,"Hi there, what do you need?",Hi
1459,180,what do you offer,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1460,180,testing,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
1461,180,test a software,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1462,181,hey,Greet,"Hello, ask me a question!",Hi
1463,181,what is is software,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1464,181,how can i test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11."
1465,181,tes,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1466,181,test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1467,181,testes types,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1468,181,tests types,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1469,181,mutation test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1470,181,How mutation works,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1471,182,"hi, can you teach me something about test",Emphasis,"Hi there, what do you need?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1472,182,to organize scenarios on a new product,nAnswer,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1473,182,how to organise tests,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1474,182,test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1475,182,can you teach me about software tests,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1476,182,can you teach me,ynQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1477,182,forget,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Bye!
1478,183,what is an oracle,whQuestion,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive."
1479,183,example of a equivalence class,Statement,"In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example.","In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example."
1480,183,thanks,Statement,You are welcome! :),No worries!
1481,183,what is a controle flow graph,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1482,183,what is a control flow graph,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","The control flow graph (CFG) is a graph representation of a certain program, in which the nodes correspond to sequences of instructions, edges correspond to path decisions (e.g. an if statement) and the start node corresponds to the beginning of the program. The CFG is a very important tool in white-box testing, because it represents very well the structure of the program."
1483,183,example of if,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",An if statement can be represented as in the picture below:
1484,183,example of switch,ynQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",A switch or case statement can be represented as in the picture below:
1485,183,Define a non executable path,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",A non executable path is a path in the CFG graph for which there is no data input that causes the execution of it.
1486,183,What is functional testing,whQuestion,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing."
1487,183,How do I use functional testing,Clarify,"It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion.","It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion"
1488,183,Show me an example,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
1489,183,What is a path,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A path a list of nodes that can be traversed sequentially, following it’s edges. In CFG, a path represents the execution of the program for some specific input."
1490,183,what is a path,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A path a list of nodes that can be traversed sequentially, following it’s edges. In CFG, a path represents the execution of the program for some specific input."
1491,183,what is a simple path,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",A simple path is a path with no repeated nodes.
1492,183,define complete path,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",A complete path in a CFG is a path where it’s first node is an entry node and the last is an exit node.
1493,183,What Is cfg,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","The control flow graph (CFG) is a graph representation of a certain program, in which the nodes correspond to sequences of instructions, edges correspond to path decisions (e.g. an if statement) and the start node corresponds to the beginning of the program. The CFG is a very important tool in white-box testing, because it represents very well the structure of the program."
1494,183,thank you,Statement,You are welcome! :),No worries!
1495,183,bye,Bye,Nice talking to you!,Bye!
1496,183,hey,Greet,"Hi there, what do you need?",Hi
1497,183,what is an oracle,whQuestion,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive."
1498,183,what is a fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
1499,183,what is an error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1500,183,thanks,Statement,You are welcome! :),No worries!
1501,184,hi,Greet,Welcome!,Hi
1502,184,unit test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1503,185,Hello,Greet,"Hi there, what do you need?",Hi
1504,186,"Hi, good morning",Greet,"Hi there, what do you need?",Hi
1505,186,Tell me about black box,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1506,186,What mean black box test,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1507,186,"Hi, my name is Peter",whQuestion,"Hello, ask me a question!",I don't understand what you mean
1508,186,"Faça um paralelo entre defeitos, erros e falhas",nAnswer,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1509,186,"Make a parallel between defects, errors and failures",Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1510,186,What is software testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
1511,186,What is a failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.
1512,186,What the difference between failure and error,Continuer,"Sorry, I still can't answer that.. Could you ask me differently?",An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1513,186,What the difference between defect and error,Continuer,"Sorry, I still can't answer that.. Could you ask me differently?",An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1514,186,what is defect,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
1515,186,How to apply the limit value analysis criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1516,186,limit value analysis criterion,ynQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1517,186,What is value analysis criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1518,186,what is limite value,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1519,186,Provides examples of using the limit value analysis criterion,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1520,186,what is criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1521,186,What is value analysis criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1522,186,How do apply the limit value analysis criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1523,186,How do I apply equivalence class partitioning criteria,whQuestion,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.",I don't understand what you mean
1524,186,What the difference between fault and error,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?",An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1525,186,What is the difference between fault and error,Clarify,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. An error is a state of execution of the program which is not expected and may lead to an incorrect result.",An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1526,186,What the difference between failure and error,Continuer,"Sorry, I still can't answer that.. Could you ask me differently?",An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1527,186,What is the difference between failure and error,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error. An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1528,186,What the difference between failure and fault,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
1529,186,What is the difference between failure and error,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error. An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1530,186,How do I apply the limit value analysis criterion,Reject,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1531,187,Hi,Greet,"Hello, ask me a question!",Hi
1532,187,What is a error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1533,188,Hello,Greet,Welcome!,Hi
1534,188,How are you,whQuestion,Great! How are you?,"Sorry, I didn't quite catch that"
1535,189,Hi,Greet,Welcome!,Hi
1536,189,Who are you,whQuestion,"I am TOB-STT, a software testing teaching assistant!","Sorry, I didn't understand your question, could you repeat?"
1537,18,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
1538,18,Hi,Greet,Hi there!,Hi
1539,18,simone,Statement,I don't know how to respond this,Hi
1540,18,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
1541,18,Simone,Statement,Hello Simone ! Can you tell me your Numero USP?,Hi
1542,18,1842655,Statement,Thank you! What's up?,"Sorry, I didn't understand your question, could you repeat?"
1543,18,what´s your name?,whQuestion,Is that a rhetorical question?,I don't understand what you mean
1544,18,yes,yAnswer,Tell me more.,Bye!
1545,18,i like you,Statement,Thanks for the information.,I don't understand what you mean
1546,18,How to use particioning class,Clarify,I don't know how to respond this,I don't understand what you mean
1547,18,how to use partitioning,whQuestion,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
1548,190,olá,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1549,190,I need to test a unit in javascript,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1550,190,I need to test a unit in javas,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1551,190,I need to test a unit in java,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1552,190,hi,Greet,"Hello, ask me a question!",Hi
1553,190,how to test a java program,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1554,191,O que é classe de equivalência,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1555,191,partição de equivalência,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1556,191,structural test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1557,192,Hello,Greet,"Hello, ask me a question!",Hi
1558,193,what is is a fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
1559,193,what is difference between fault and error,Clarify,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1560,193,what is a fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
1561,193,What is the difference between defect and failure?,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation. A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.
1562,193,How can the boundary value analysis criterion be applied?,ynQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1563,193,How can apply partitioning equivalency,ynQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1564,193,Provide example of applications of the equivalence partitioning,Statement,TOB-STT:,"Here is an example of an application of equivalence class partitioning. Consider the following specification: one of the fields of a form is a text box that accepts numeric values from 18 to 25. For this problem, a value that belongs to an invalid equivalence class is 17, whereas a value belonging to a valid equivalence class is, for instance, 20."
1565,193,Provide examples of applications of the equivalence partitioning,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Consider the specification. A program validates a field in the following way: values less than 10 are rejected, values between 10 and 21 are accepted and values greater or equal to 22 are rejected. In this problem, the values 3, 10 and 22 cover all the existing equivalence classes."
1566,194,Hi,Greet,"Hello, how are you?",Hi
1567,194,pretty good thanks,Statement,You are welcome! :),No worries!
1568,194,what is is a chatbot,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1569,194,Do you know what is a chatbot,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1570,194,What is a Test,whQuestion,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1571,194,and what is UX,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1572,194,What Is is user experience,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1573,194,What Is is Unit Tests,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1574,194,What Is unit test,whQuestion,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1575,194,what types of tests are there,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1576,194,What types of tests exists,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1577,194,How many tests exist,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1578,194,criteria,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1579,194,i want to do a test in a software,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1580,194,quero fazer um teste,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1581,195,hi lorena,Greet,Welcome!,Hi
1582,195,what is your name,whQuestion,"I am TOB-STT, a software testing teaching assistant!","Sorry, I didn't quite catch that"
1583,195,I need learning about test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1584,196,Hi,Greet,"Hi there, what do you need?",Hi
1585,196,I need to learn about software design,nAnswer,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1586,196,What can you answer,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1587,196,I need to learn about software test,nAnswer,"Sorry, I still can't answer that.. Could you ask me differently?","The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11."
1588,196,What,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1589,196,Unity test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1590,196,What is tour name,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1591,196,What is your name,whQuestion,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1592,196,What is your name,whQuestion,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1593,196,What is your name,whQuestion,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1594,196,name,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Bye!
1595,196,name,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Bye!
1596,196,What name,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1597,196,What is your name,whQuestion,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1598,196,What is name,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1599,196,What is your name,whQuestion,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1600,196,What Is your name,Clarify,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1601,196,What Is your name,Clarify,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1602,196,your name,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Bye!
1603,196,Teste,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1604,196,Can you help me,ynQuestion,"Ok, tell me. What is your question?",I don't understand what you mean
1605,197,hi lorena,Greet,"Hi there, what do you need?",Hi
1606,197,power,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Bye!
1607,198,hi,Greet,"Hi there, what do you need?",Hi
1608,198,error detection,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1609,199,Hi,Greet,"Hello, how are you?",Hi
1610,199,I am ok,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1611,199,What is error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1612,199,What difference among error and fault,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
1613,19,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?"
1614,19,hey,Greet,Yeah that's right.,Hi
1615,19,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that"
1616,19,what are you?,whQuestion,I don't know how to respond this,"Sorry, I didn't quite catch that"
1617,19,o que vc é,nAnswer,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
1618,19,do you know how to program?,whQuestion,I don't know how to respond this,I don't understand what you mean
1619,19,what do you know?,whQuestion,I tend to know a great deal. Tell me what subjects interest you.,"Sorry, I didn't quite catch that"
1620,19,fotball,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
1621,19,testing,Statement,I don't know how to respond this,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
1622,19,software testing,Statement,I don't know how to respond this,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
1623,200,what is software inspection,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1624,200,What is software inspection,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1625,200,ORACLE PROBLEM,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1626,200,test coverage,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1627,200,what is the diference of fault and failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.
1628,200,what is the diference between of fault and failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.
1629,200,what is a fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
1630,201,oi,Greet,"Sorry, I still can't answer that.. Could you ask me differently?",Hi
1631,201,qual seu nome,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1632,202,Hello,Greet,"Hi there, what do you need?",Hi
1633,202,What is Software Testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
1634,203,what is a bug,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
1635,203,what is a defect,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
1636,203,takdlkasmcdoamc,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1637,204,hiiiii,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi
1638,204,I love you,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1639,205,hello,Greet,"Hi there, what do you need?",Hi
1640,205,Can you explain me more about functional testing,Emphasis,"Sorry, I still can't answer that.. Could you ask me differently?","It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion"
1641,205,What is functional testing,whQuestion,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing."
1642,205,What are the functional testing criteria,whQuestion,"A testing criteria or technique is a set of rules which define the information to be used to create a test set, in order to fulfill some objective. For example, the white-box testing uses the information of the code’s structure to create a test set.","Sorry, I didn't quite catch that"
1643,205,Give me an example of functional testing criteria,Statement,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","Sorry, I didn't quite catch that"
1644,205,Name the available functional testing criteria,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
