,Unnamed: 0,user,question,question_class,answer_v1,answer_v2
1245,1245,161,Why am i here,nAnswer,"Sorry, I still can't answer that.. Could you ask me differently?","Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software."
1246,1246,161,Are you female or male,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1247,1247,161,Are you human,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?",No worries!
1248,1248,161,what is a test selection criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1249,1249,161,what is a test selection criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1250,1250,162,hi,Greet,"Hello, ask me a question!",Hi
1251,1251,162,no,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi
1252,1252,162,what is testing software,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1253,1253,162,test software,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1254,1254,162,what is test,whQuestion,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1255,1255,162,what is software test,whQuestion,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1256,1256,162,software testing terms,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
1257,1257,162,terms,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",No worries!
1258,1258,162,software failure,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",A failure is a result of the program which is incorrect or not expected. This is caused by an error.
1259,1259,162,what is software failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.
1260,1260,162,what os software error,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1261,1261,162,what is software error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1262,1262,162,what are the terms of software,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1263,1263,162,what are the terms,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1264,1264,162,what is failures,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1265,1265,162,what is failures,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1266,1266,162,what is a fail,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1267,1267,162,what is fail:,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1268,1268,162,what is fail,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1269,1269,162,what are software failures,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1270,1270,162,what are software failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.
1271,1271,162,What is a test case,whQuestion,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
1272,1272,162,What is test set,whQuestion,The test set is composed by several test cases that are used in a software testing activity.,The test set is composed by several test cases that are used in a software testing activity.
1273,1273,162,What is test coverage,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1274,1274,162,what is test case,whQuestion,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
1275,1275,162,what is oracle,whQuestion,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive."
1276,1276,162,What is structural testing,whQuestion,"Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.","Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing."
1277,1277,162,What is structural testing..,whQuestion,"Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.","Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing."
1278,1278,162,What is functional testing,whQuestion,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing."
1279,1279,162,What is a Test Drive,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1280,1280,162,What is a Unit Test,whQuestion,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1281,1281,162,what is unit testing,whQuestion,"Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.","Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing."
1282,1282,162,what is integration testing,whQuestion,"Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.","Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software."
1283,1283,162,what is equivalence partitioning,whQuestion,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.","Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work."
1284,1284,163,hi,Greet,Welcome!,Hi
1285,1285,163,how many phases are in software testing,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
1286,1286,163,phases of software testing,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
1287,1287,163,software testing phases,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1288,1288,163,software testing,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
1289,1289,163,what is software testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
1290,1290,163,what are software testing phases,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1291,1291,163,what is equivalence partitioning,whQuestion,"Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work.","Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work."
1292,1292,164,Hi,Greet,"Hello, how are you?",Hi
1293,1293,164,"Hello, i am fine and you",Statement,Welcome!,Hi
1294,1294,164,How are you,whQuestion,Great! How are you?,"Sorry, I didn't quite catch that"
1295,1295,164,I Am fine,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1296,1296,164,I am fine,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1297,1297,164,No,nAnswer,"Sorry, I still can't answer that.. Could you ask me differently?",Hi
1298,1298,164,How are you,whQuestion,"I am fine, what about you",I don't understand what you mean
1299,1299,164,I am fine,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1300,1300,164,How are you feeling,whQuestion,Great! How are you?,"Sorry, I didn't quite catch that"
1301,1301,164,I am feeling afraid,yAnswer,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1302,1302,164,What do you like,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1303,1303,164,Hey,Greet,"Hello, how are you?",Hi
1304,1304,164,You have a bug,Reject,"Sorry, I still can't answer that.. Could you ask me differently?","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
1305,1305,164,Inspecion,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi
1306,1306,164,What is your profession,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1307,1307,164,What is your profession,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1308,1308,164,Can you give me a example of equivalence class partitioning criteria,ynQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1309,1309,164,What is a fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
1310,1310,165,Hello,Greet,"Hello, ask me a question!",Hi
1311,1311,165,What is a fall,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1312,1312,165,What is a Fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
1313,1313,165,what is a software error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1314,1314,165,what is a difference of fault and error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.
1315,1315,165,software testing,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
1316,1316,165,what is a software test,whQuestion,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
1317,1317,165,software failure,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",A failure is a result of the program which is incorrect or not expected. This is caused by an error.
1318,1318,165,what is a software failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.
1319,1319,165,what is a structural testing,whQuestion,"Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing.","Structural testing (or White-Box testing) is a technique in which tests are derived from the knowledge of the software's structure or internal implementation. That way, the testing professional is able to check if a specific part of the code is correct. Unit testing is an instance of structural testing."
1320,1320,165,what is a functional testing,whQuestion,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing."
1321,1321,165,what is an unit testing,whQuestion,"Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing.","Unit testing verifies the functioning in isolation of software elements that are separately testable. Depending on the context, these could be the individual subprograms or a larger component made of highly cohesive units. Typically, unit testing occurs with access to the code being tested and with the support of supporting tools. The programmers who wrote the code typically, but not always, conduct unit testing."
1322,1322,165,what is an integration testing,whQuestion,"Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software.","Integration testing is the process of verifying the interactions among software components. Classical integration testing strategies, such as top-down and bottom-up, are often used with hierarchically structured software."
1323,1323,166,What is a test case,whQuestion,"A test case is composed by the test input, the execution conditions and the expected output to be produced by the program.","A test case is composed by the test input, the execution conditions and the expected output to be produced by the program."
1324,1324,166,What is the difference between an error and a mistake,Clarify,"An error is a state of execution of the program which is not expected and may lead to an incorrect result. A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake.","A mistake is a human action that inserts a fault (or defect) into the source code, for instance, a typo is a mistake."
1325,1325,166,What kind of information is used in functional testing,whQuestion,"The functional (or black-box) testing requires the specification of the product, and only that. With this document, the test data can be created, and once the implementation of the program is complete, the testing activity can begin.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing."
1326,1326,166,How do I apply equivalence partitioning,whQuestion,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.","The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes."
1327,1327,166,Comment on software testing activity,Statement,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Sorry, I didn't understand your question, could you repeat?"
1328,1328,166,very,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi
1329,1329,166,Give me an example of boundarie-value analysis,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1330,1330,166,Give me an example of boundarie value analysis,Statement,TOB-STT:,"Sorry, I didn't understand your question, could you repeat?"
1331,1331,166,Give me an example of limit value analysis,ynQuestion,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.",Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18.
1332,1332,166,Give me an example of limit value analysis,ynQuestion,TOB-STT:,Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18.
1333,1333,166,Give me an example of limit value analysis,ynQuestion,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.",Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18.
1334,1334,166,Give me an example of limit value analysis,ynQuestion,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.","Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13."
1335,1335,166,Give me an example of limit value analysis,ynQuestion,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13.","Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13."
1336,1336,166,How do I apply limit value analysis,Clarify,"The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11.","The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11."
1337,1337,166,How do I apply equivalence partitioning,whQuestion,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.","The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes."
1338,1338,166,How do I apply limit value partitioning,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1339,1339,166,How do I apply equivalence analysis,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1340,1340,166,How do I apply limit value analysis,Clarify,"The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11.","The boundary-value testing criterion determines the boundaries for input values and selects the extremes of the boundary to generate test cases. For instance, if a program's valid input is a positive number less than 10, then the following test cases will be selected in order to test the boundaries: 0, 1, -1, 10, 9 and 11."
1341,1341,166,Give me an example of equivalence partitioning,Statement,"Here is an example of an application of equivalence partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not elegible for an insurance if you are past 30. In this problem, the ages 18,.., 30 are in the same equivalence class","Here is an example of an application of equivalence class partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not eligible for an insurance if you are past 30. In this problem, the ages 18, .., 30 are in the same equivalence class."
1342,1342,166,i need to know what is software testing,Statement,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
1343,1343,166,how can i test a software,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1344,1344,166,Can you explain me about test cases,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1345,1345,166,can you explain to me about test cases,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?"
1346,1346,166,what are the limitations of software testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance."
1347,1347,166,what is your purpose,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1348,1348,166,what is boundarie value analysis,whQuestion,"Boundary value analysis is a functional testing criterion which test data are chosen on or near the boundaries of the input domain of variables, with the underlying rationale that many faults tend to concentrate near the extreme values of inputs. An extension of this technique is robustness testing, wherein test cases are also chosen outside the input domain of variables to test program robustness in processing unexpected or erroneous inputs.",I don't understand what you mean
1349,1349,166,give me an example of boundarie-value analysis,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1350,1350,166,give me an example of boundary value,Statement,TOB-STT:,Suppose you have a program that grants access to a certain web page only if you are 18 years old or older. So a boundary value analysis criteria used for this program would generate test cases for age inputs of 17 and 18.
1351,1351,166,give me an example of mistake,Statement,TOB-STT:,"The mistake is the act of, by some reason, introducing a defect in the software. It could be a typo while coding, which makes a for loop start from 1 instead of 0, and therefore introduce a mistake."
1352,1352,166,give me an example of equivalence partitioning,Statement,"Here is an example of an application of equivalence partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not elegible for an insurance if you are past 30. In this problem, the ages 18,.., 30 are in the same equivalence class","Here is an example of an application of equivalence class partitioning. Consider the following specification: one of the fields of a form is a text box that accepts numeric values from 18 to 25. For this problem, a value that belongs to an invalid equivalence class is 17, whereas a value belonging to a valid equivalence class is, for instance, 20."
1353,1353,166,another example,Statement,TOB-STT:,"Here is an example of an application of equivalence class partitioning. Consider the following specification: one of the fields of a form is a text box that accepts numeric values from 18 to 25. For this problem, a value that belongs to an invalid equivalence class is 17, whereas a value belonging to a valid equivalence class is, for instance, 20."
1354,1354,166,give me another example,Statement,TOB-STT:,"Consider the specification. A program validates a field in the following way: values less than 10 are rejected, values between 10 and 21 are accepted and values greater or equal to 22 are rejected. In this problem, the values 3, 10 and 22 cover all the existing equivalence classes."
1355,1355,166,give me an example of boundary value,Statement,TOB-STT:,"Suppose you have a program in which the user has to create a password with length between 6 and 12. So the test cases generated for this program, using the boundary value analysis technique, would be for passwords with lengths 5, 6, 12 and 13."
1356,1356,166,give example equivalence partitioning,Statement,"Consider the specification. A program validates a field in the following way: values less than 10 are rejected, values between 10 and 21 are accepted and values greater or equal to 22 are rejected. In this problem, the values 3, 10 and 22 cover all the existing equivalence classes.","Consider the specification. A program validates a field in the following way: values less than 10 are rejected, values between 10 and 21 are accepted and values greater or equal to 22 are rejected. In this problem, the values 3, 10 and 22 cover all the existing equivalence classes."
1357,1357,167,oLÁ,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi
1358,1358,167,ola,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi
1359,1359,167,Hey,Greet,"Hello, how are you?",Hi
1360,1360,167,"Fine, and you",Statement,"Sorry, I still can't answer that.. Could you ask me differently?",No worries!
1361,1361,167,Fine,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi
1362,1362,167,Hello,Greet,"Hello, ask me a question!",Hi
1363,1363,167,O que você fez,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1364,1364,167,O que você faz,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean
1365,1365,167,Onde você está,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1366,1366,167,Onde está,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1367,1367,167,Hello,Greet,"Hi there, what do you need?",Hi
1368,1368,167,I need a help,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi
1369,1369,168,hi,Greet,Welcome!,Hi
1370,1370,169,hello!!,Greet,"Hello, how are you?",Hi
1371,1371,169,fine,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi
1372,1372,16,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean
1373,1373,16,Tio chico,Statement,Hello Tio chico ! Can you tell me your Numero USP?,I don't understand what you mean
1374,1374,16,1234567,Statement,Thank you! What's up?,Hi
1375,1375,16,oi,Greet,I don't know how to respond this,Hi
1376,1376,16,teste funcional,Statement,I don't know how to respond this,I don't understand what you mean
1377,1377,16,1 + 1,Clarify,I don't know how to respond this,Hi
1378,1378,16,what your name?,whQuestion,I don't know how to respond this,"Sorry, I didn't quite catch that"
1379,1379,16,I do not know how to respond this,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
1380,1380,16,I do not know how to respond this,Statement,I don't know how to respond this,"Sorry, I didn't quite catch that"
1381,1381,16,I do not know how to respond this,Statement,I don't know how to respond this,"Sorry, I didn't quite catch that"
1382,1382,16,?,ynQuestion,I don't know how to respond this,Hi
1383,1383,16,help,Statement,I don't know how to respond this,Hi
1384,1384,16,chat,ynQuestion,I don't know how to respond this,I don't understand what you mean
1385,1385,16,hello,Greet,Hi there!,Hi
1386,1386,16,hi,Greet,Hi there!,Hi
1387,1387,16,name,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
1388,1388,16,usp,Statement,I don't know how to respond this,"Sorry, I didn't quite catch that"
1389,1389,16,teste,Statement,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?"
1390,1390,16,funcional,Statement,I don't know how to respond this,"Sorry, I didn't quite catch that"
1391,1391,16,falt,Statement,I don't know how to respond this,Bye!
1392,1392,16,teste funcional,Statement,I don't know how to respond this,I don't understand what you mean
1393,1393,16,what is teste funcional,whQuestion,You tell me.,"Sorry, I didn't quite catch that"
1394,1394,16,penis,Statement,I don't know how to respond this,Hi
1395,1395,16,plese,Statement,I don't know how to respond this,"Sorry, I didn't quite catch that"
1396,1396,16,please,Statement,Really.,"Sorry, I didn't understand your question, could you repeat?"
1397,1397,16,really,Statement,How can I help you?,Hi
1398,1398,16,awsers,Statement,I don't know how to respond this,No worries!
1399,1399,16,send,Statement,I don't know how to respond this,Hi
1400,1400,170,hi,Greet,"Hi there, what do you need?",Hi
1401,1401,170,"I need some noodles, I m hungry",Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
1402,1402,170,what is the size of earth,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that"
