user,question,answer
181,"testes types","Sorry, I still can't answer that.. Could you ask me differently?"
181,"tests types","Sorry, I still can't answer that.. Could you ask me differently?"
181,"mutation test","Sorry, I still can't answer that.. Could you ask me differently?"
181,"How mutation works","Sorry, I still can't answer that.. Could you ask me differently?"
182,"hi, can you teach me something about test","Hi there, what do you need?"
182,"to organize scenarios on a new product","Sorry, I still can't answer that.. Could you ask me differently?"
182,"how to organise tests","Sorry, I still can't answer that.. Could you ask me differently?"
182,"test","Sorry, I still can't answer that.. Could you ask me differently?"
182,"can you teach me about software tests","Sorry, I still can't answer that.. Could you ask me differently?"
182,"can you teach me","Sorry, I still can't answer that.. Could you ask me differently?"
182,"forget","Sorry, I still can't answer that.. Could you ask me differently?"
183,"what is an oracle","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive."
183,"example of a equivalence class","In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example."
183,"thanks","You are welcome! :)"
183,"what is a controle flow graph","Sorry, I still can't answer that.. Could you ask me differently?"
183,"what is a control flow graph","Sorry, I still can't answer that.. Could you ask me differently?"
183,"example of if","Sorry, I still can't answer that.. Could you ask me differently?"
183,"example of switch","Sorry, I still can't answer that.. Could you ask me differently?"
183,"Define a non executable path","Sorry, I still can't answer that.. Could you ask me differently?"
183,"What is functional testing","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing."
183,"How do I use functional testing","It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion."
183,"Show me an example","Sorry, I still can't answer that.. Could you ask me differently?"
183,"What is a path","Sorry, I still can't answer that.. Could you ask me differently?"
183,"what is a path","Sorry, I still can't answer that.. Could you ask me differently?"
183,"what is a simple path","Sorry, I still can't answer that.. Could you ask me differently?"
183,"define complete path","Sorry, I still can't answer that.. Could you ask me differently?"
183,"What Is cfg","Sorry, I still can't answer that.. Could you ask me differently?"
183,"thank you","You are welcome! :)"
183,"bye","Nice talking to you!"
183,"hey","Hi there, what do you need?"
183,"what is an oracle","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive."
183,"what is a fault","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug."
183,"what is an error","An error is a state of execution of the program which is not expected and may lead to an incorrect result."
183,"thanks","You are welcome! :)"
184,"hi","Welcome!"
184,"unit test","Sorry, I still can't answer that.. Could you ask me differently?"
185,"Hello","Hi there, what do you need?"
186,"Hi, good morning","Hi there, what do you need?"
186,"Tell me about black box","Sorry, I still can't answer that.. Could you ask me differently?"
186,"What mean black box test","Sorry, I still can't answer that.. Could you ask me differently?"
186,"Hi, my name is Peter","Hello, ask me a question!"
186,"Faça um paralelo entre defeitos, erros e falhas","Sorry, I still can't answer that.. Could you ask me differently?"
186,"Make a parallel between defects, errors and failures","Sorry, I still can't answer that.. Could you ask me differently?"
186,"What is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
186,"What is a failure","A failure is a result of the program which is incorrect or not expected. This is caused by an error."
186,"What the difference between failure and error","Sorry, I still can't answer that.. Could you ask me differently?"
186,"What the difference between defect and error","Sorry, I still can't answer that.. Could you ask me differently?"
186,"what is defect","A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
186,"How to apply the limit value analysis criterion","Sorry, I still can't answer that.. Could you ask me differently?"
186,"limit value analysis criterion","Sorry, I still can't answer that.. Could you ask me differently?"
186,"What is value analysis criterion","Sorry, I still can't answer that.. Could you ask me differently?"
186,"what is limite value","Sorry, I still can't answer that.. Could you ask me differently?"
186,"Provides examples of using the limit value analysis criterion","Sorry, I still can't answer that.. Could you ask me differently?"
186,"what is criterion","Sorry, I still can't answer that.. Could you ask me differently?"
186,"What is value analysis criterion","Sorry, I still can't answer that.. Could you ask me differently?"
186,"How do apply the limit value analysis criterion","Sorry, I still can't answer that.. Could you ask me differently?"
186,"How do I apply equivalence class partitioning criteria","The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes."
186,"What the difference between fault and error","Sorry, I still can't answer that.. Could you ask me differently?"
186,"What is the difference between fault and error","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. An error is a state of execution of the program which is not expected and may lead to an incorrect result."
186,"What the difference between failure and error","Sorry, I still can't answer that.. Could you ask me differently?"
186,"What is the difference between failure and error","A failure is a result of the program which is incorrect or not expected. This is caused by an error. An error is a state of execution of the program which is not expected and may lead to an incorrect result."
186,"What the difference between failure and fault","Sorry, I still can't answer that.. Could you ask me differently?"
186,"What is the difference between failure and error","A failure is a result of the program which is incorrect or not expected. This is caused by an error. An error is a state of execution of the program which is not expected and may lead to an incorrect result."
186,"How do I apply the limit value analysis criterion","Sorry, I still can't answer that.. Could you ask me differently?"
187,"Hi","Hello, ask me a question!"
187,"What is a error","An error is a state of execution of the program which is not expected and may lead to an incorrect result."
188,"Hello","Welcome!"
188,"How are you","Great! How are you?"
189,"Hi","Welcome!"
189,"Who are you","I am TOB-STT, a software testing teaching assistant!"
18,"TOB_STT iniciar conversa","Hi there! What's your name?"
18,"Hi","Hi there!"
18,"simone","I don't know how to respond this"
18,"TOB_STT iniciar conversa","Hi there! What's your name?"
18,"Simone","Hello Simone ! Can you tell me your Numero USP?"
18,"1842655","Thank you! What's up?"
18,"what´s your name?","Is that a rhetorical question?"
18,"yes","Tell me more."
18,"i like you","Thanks for the information."
18,"How to use particioning class","I don't know how to respond this"
18,"how to use partitioning","I don't know how to respond this"
190,"olá","Sorry, I still can't answer that.. Could you ask me differently?"
190,"I need to test a unit in javascript","Sorry, I still can't answer that.. Could you ask me differently?"
190,"I need to test a unit in javas","Sorry, I still can't answer that.. Could you ask me differently?"
190,"I need to test a unit in java","Sorry, I still can't answer that.. Could you ask me differently?"
190,"hi","Hello, ask me a question!"
190,"how to test a java program","Sorry, I still can't answer that.. Could you ask me differently?"
191,"O que é classe de equivalência","Sorry, I still can't answer that.. Could you ask me differently?"
191,"partição de equivalência","Sorry, I still can't answer that.. Could you ask me differently?"
191,"structural test","Sorry, I still can't answer that.. Could you ask me differently?"
192,"Hello","Hello, ask me a question!"
193,"what is is a fault","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug."
193,"what is difference between fault and error","An error is a state of execution of the program which is not expected and may lead to an incorrect result."
193,"what is a fault","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug."
193,"What is the difference between defect and failure?","A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation. A failure is a result of the program which is incorrect or not expected. This is caused by an error."
193,"How can the boundary value analysis criterion be applied?","Sorry, I still can't answer that.. Could you ask me differently?"
193,"How can apply partitioning equivalency","Sorry, I still can't answer that.. Could you ask me differently?"
193,"Provide example of applications of the equivalence partitioning","TOB-STT:"
193,"Provide examples of applications of the equivalence partitioning","Sorry, I still can't answer that.. Could you ask me differently?"
194,"Hi","Hello, how are you?"
194,"pretty good thanks","You are welcome! :)"
194,"what is is a chatbot","Sorry, I still can't answer that.. Could you ask me differently?"
194,"Do you know what is a chatbot","Sorry, I still can't answer that.. Could you ask me differently?"
194,"What is a Test","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
194,"and what is UX","Sorry, I still can't answer that.. Could you ask me differently?"
194,"What Is is user experience","Sorry, I still can't answer that.. Could you ask me differently?"
194,"What Is is Unit Tests","Sorry, I still can't answer that.. Could you ask me differently?"
194,"What Is unit test","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
194,"what types of tests are there","Sorry, I still can't answer that.. Could you ask me differently?"
194,"What types of tests exists","Sorry, I still can't answer that.. Could you ask me differently?"
194,"How many tests exist","Sorry, I still can't answer that.. Could you ask me differently?"
194,"criteria","Sorry, I still can't answer that.. Could you ask me differently?"
194,"i want to do a test in a software","Sorry, I still can't answer that.. Could you ask me differently?"
194,"quero fazer um teste","Sorry, I still can't answer that.. Could you ask me differently?"
195,"hi lorena","Welcome!"
195,"what is your name","I am TOB-STT, a software testing teaching assistant!"
195,"I need learning about test","Sorry, I still can't answer that.. Could you ask me differently?"
196,"Hi","Hi there, what do you need?"
196,"I need to learn about software design","Sorry, I still can't answer that.. Could you ask me differently?"
196,"What can you answer","Sorry, I still can't answer that.. Could you ask me differently?"
196,"I need to learn about software test","Sorry, I still can't answer that.. Could you ask me differently?"
196,"What","Sorry, I still can't answer that.. Could you ask me differently?"
196,"Unity test","Sorry, I still can't answer that.. Could you ask me differently?"
196,"What is tour name","Sorry, I still can't answer that.. Could you ask me differently?"
196,"What is your name","I am TOB-STT, a software testing teaching assistant!"
196,"What is your name","I am TOB-STT, a software testing teaching assistant!"
196,"What is your name","I am TOB-STT, a software testing teaching assistant!"
196,"name","Sorry, I still can't answer that.. Could you ask me differently?"
196,"name","Sorry, I still can't answer that.. Could you ask me differently?"
196,"What name","Sorry, I still can't answer that.. Could you ask me differently?"
196,"What is your name","I am TOB-STT, a software testing teaching assistant!"
196,"What is name","Sorry, I still can't answer that.. Could you ask me differently?"
196,"What is your name","I am TOB-STT, a software testing teaching assistant!"
196,"What Is your name","I am TOB-STT, a software testing teaching assistant!"
196,"What Is your name","I am TOB-STT, a software testing teaching assistant!"
196,"your name","Sorry, I still can't answer that.. Could you ask me differently?"
196,"Teste","Sorry, I still can't answer that.. Could you ask me differently?"
196,"Can you help me","Ok, tell me. What is your question?"
197,"hi lorena","Hi there, what do you need?"
197,"power","Sorry, I still can't answer that.. Could you ask me differently?"
198,"hi","Hi there, what do you need?"
198,"error detection","Sorry, I still can't answer that.. Could you ask me differently?"
199,"Hi","Hello, how are you?"
199,"I am ok","Sorry, I still can't answer that.. Could you ask me differently?"
199,"What is error","An error is a state of execution of the program which is not expected and may lead to an incorrect result."
199,"What difference among error and fault","Sorry, I still can't answer that.. Could you ask me differently?"
19,"TOB_STT iniciar conversa","Hi there! What's your name?"
19,"hey","Yeah that's right."
19,"TOB_STT iniciar conversa","Hi there! What's your name?"
19,"what are you?","I don't know how to respond this"
19,"o que vc é","I don't know how to respond this"
19,"do you know how to program?","I don't know how to respond this"
19,"what do you know?","I tend to know a great deal. Tell me what subjects interest you."
19,"fotball","I don't know how to respond this"
19,"testing","I don't know how to respond this"
19,"software testing","I don't know how to respond this"
200,"what is software inspection","Sorry, I still can't answer that.. Could you ask me differently?"
200,"What is software inspection","Sorry, I still can't answer that.. Could you ask me differently?"
200,"ORACLE PROBLEM","Sorry, I still can't answer that.. Could you ask me differently?"
200,"test coverage","Sorry, I still can't answer that.. Could you ask me differently?"
200,"what is the diference of fault and failure","A failure is a result of the program which is incorrect or not expected. This is caused by an error."
200,"what is the diference between of fault and failure","A failure is a result of the program which is incorrect or not expected. This is caused by an error."
200,"what is a fault","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug."
201,"oi","Sorry, I still can't answer that.. Could you ask me differently?"
201,"qual seu nome","Sorry, I still can't answer that.. Could you ask me differently?"
202,"Hello","Hi there, what do you need?"
202,"What is Software Testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
203,"what is a bug","A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
203,"what is a defect","A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
203,"takdlkasmcdoamc","Sorry, I still can't answer that.. Could you ask me differently?"
204,"hiiiii","Sorry, I still can't answer that.. Could you ask me differently?"
204,"I love you","Sorry, I still can't answer that.. Could you ask me differently?"
205,"hello","Hi there, what do you need?"
205,"Can you explain me more about functional testing","Sorry, I still can't answer that.. Could you ask me differently?"
205,"What is functional testing","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing."
205,"What are the functional testing criteria","A testing criteria or technique is a set of rules which define the information to be used to create a test set, in order to fulfill some objective. For example, the white-box testing uses the information of the code’s structure to create a test set."
205,"Give me an example of functional testing criteria","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
205,"Name the available functional testing criteria","Sorry, I still can't answer that.. Could you ask me differently?"
205,"Which are the black box testing techniques","Sorry, I still can't answer that.. Could you ask me differently?"
205,"List the black box testing techniques, please","Sorry, I still can't answer that.. Could you ask me differently?"
205,"What is equivalence class partitioning","Equivalence partitioning is a functional testing criterion that involves partitioning the input domain into a collection of subsets (or equivalent classes). Data in each partition must behave the same way therefore only one condition needs to be tested. Similarly, if one condition in a partition doesn’t work, then none of the others will work."
206,"hi","Welcome!"
206,"Thanks","You are welcome! :)"
206,"Thank you","You are welcome! :)"
206,"What","Sorry, I still can't answer that.. Could you ask me differently?"
206,"Help me","Ok, tell me. What is your question?"
207,"burro","Sorry, I still can't answer that.. Could you ask me differently?"
207,"se mata","Sorry, I still can't answer that.. Could you ask me differently?"
207,"meu deus hein garoto","Sorry, I still can't answer that.. Could you ask me differently?"
207,"GQM","Sorry, I still can't answer that.. Could you ask me differently?"
207,"o que é gqm","Sorry, I still can't answer that.. Could you ask me differently?"
207,"What is GQM","Sorry, I still can't answer that.. Could you ask me differently?"
207,"Hi","Hi there, what do you need?"
207,"I need to know what is a gqm","Sorry, I still can't answer that.. Could you ask me differently?"
208,"hi","Hello, ask me a question!"
208,"who are you","I am TOB-STT, a software testing teaching assistant!"
208,"what is test","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
209,"oi","Sorry, I still can't answer that.. Could you ask me differently?"
209,"How are you doing","Great! How are you?"
209,"fine","Sorry, I still can't answer that.. Could you ask me differently?"
209,"Can you help me","Ok, tell me. What is your question?"
20,"TOB_STT iniciar conversa","Hi there! What's your name?"
20,"Hello, my name is Stevão","Hi there!. Hi there!"
20,"Can you help me with some doubts?","Ok, tell me. What is your question?"
20,"I m wondering what is the concept of functional testing","There might be more than one."
20,"Can you explain?","Check back later and see if I learn the answer to that one."
20,"sure","Awesome."
20,"How about some functional criteria?","I don't know how to respond this"
20,"How about some functional software testing criteria?","I don't know how to respond this"
20,"can you give me some example of functional software testing criteria?","Why?."
20,"I wanna understand it better","Interesting gossip."
20,"What is the difference between partitioning into equivalence classes and limit value analysis?","I'll ask around and get back to you.. What is it to you?"
20,"Ok","That's cool."
20,"What is a bug?","I have to think about that one for a while."
20,"What is a fault?","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug."
20,"What is a failure?","A failure is a result of the program which is incorrect or not expected. This is caused by an error."
20,"thank you","You are welcome! :)"
20,"What is a fault?","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug."
20,"what is a bug?","There might be more than one."
20,"What is a bug in software testing?","That's not something I get asked all the time."
210,"How are you","Great! How are you?"
210,"I m fine, thanks","You are welcome! :)"
210,"How s the weather today","Sorry, I still can't answer that.. Could you ask me differently?"
210,"What is test","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
210,"What is black box test","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
210,"what are the types of tests","Sorry, I still can't answer that.. Could you ask me differently?"
211,"teste","Sorry, I still can't answer that.. Could you ask me differently?"
211,"test","Sorry, I still can't answer that.. Could you ask me differently?"
211,"hi","Hello, how are you?"
211,"good and yoy","Sorry, I still can't answer that.. Could you ask me differently?"
211,"good and you","Sorry, I still can't answer that.. Could you ask me differently?"
212,"Hi","Hi there, what do you need?"
212,"I want to know about performance testing","Sorry, I still can't answer that.. Could you ask me differently?"
212,"How to test web applications","Sorry, I still can't answer that.. Could you ask me differently?"
212,"What is QA","Sorry, I still can't answer that.. Could you ask me differently?"
212,"What is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
212,"What is penetration testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
212,"What is penetration testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
213,"dsfsdfsd","Sorry, I still can't answer that.. Could you ask me differently?"
213,"Hi","Hello, how are you?"
213,"What is unit test","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
213,"what is an integrated test","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
213,"what is qa","Sorry, I still can't answer that.. Could you ask me differently?"
213,"Quality","Sorry, I still can't answer that.. Could you ask me differently?"
213,"how to have quality","Sorry, I still can't answer that.. Could you ask me differently?"
214,"what is a defect","A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation."
215,"hi","Hello, ask me a question!"
215,"how are you","I am fine, what about you"
215,"fine thanks","You are welcome! :)"
215,"how i search something here","Sorry, I still can't answer that.. Could you ask me differently?"
215,"how i test this","Sorry, I still can't answer that.. Could you ask me differently?"
215,"test","Sorry, I still can't answer that.. Could you ask me differently?"
215,"teste","Sorry, I still can't answer that.. Could you ask me differently?"
215,"what are you can do","Sorry, I still can't answer that.. Could you ask me differently?"
215,"help","Sorry, I still can't answer that.. Could you ask me differently?"
215,"hi","Hello, ask me a question!"
215,"what question","Sorry, I still can't answer that.. Could you ask me differently?"
215,"yes","Sorry, I still can't answer that.. Could you ask me differently?"
215,"what is fault","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug."
216,"Oi","Sorry, I still can't answer that.. Could you ask me differently?"
216,"Hi","Hi there, what do you need?"
216,"what is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
216,"Abc","Sorry, I still can't answer that.. Could you ask me differently?"
216,"Não sei","Sorry, I still can't answer that.. Could you ask me differently?"
217,"olá, me chamo elo","Sorry, I still can't answer that.. Could you ask me differently?"
217,"defina ensino de teste de software","Sorry, I still can't answer that.. Could you ask me differently?"
218,"hi","Hello, how are you?"
218,"Fine","Sorry, I still can't answer that.. Could you ask me differently?"
218,"I m fine","Sorry, I still can't answer that.. Could you ask me differently?"
218,"ok","OK!"
218,"yes","Sorry, I still can't answer that.. Could you ask me differently?"
218,"Are you ok","I am fine, what about you"
218,"So do I","Sorry, I still can't answer that.. Could you ask me differently?"
219,"hi","Welcome!"
219,"thanks","You are welcome! :)"
219,"how are you","I am fine, what about you"
219,"I m ok","Sorry, I still can't answer that.. Could you ask me differently?"
219,"Who are you","I am TOB-STT, a software testing teaching assistant!"
21,"TOB_STT iniciar conversa","Hi there! What's your name?"
21,"TOB_STT iniciar conversa","Hi there! What's your name?"
21,"Hello, I Am Paul","Hi there!. Hi there!"
21,"how to identify a guideline?","I don't know how to respond this"
21,"How to identify a directrix?","I don't know how to respond this"
21,"what is a directrix","That's not something I get asked all the time."
21,"Can you give me an example of limit value analysis criteria","I don't know how to respond this"
21,"Can you give me an example of limit value analysis criteria?","I don't know how to respond this"
21,"What is the boundary value analysis criteria?","Check back later and see if I learn the answer to that one."
21,"what is the equivalence class partitioning criteria?","I would do a search for it."
220,"oi","Sorry, I still can't answer that.. Could you ask me differently?"
220,"hi","Hello, ask me a question!"
220,"o que é teste de software","Sorry, I still can't answer that.. Could you ask me differently?"
221,"oi","Sorry, I still can't answer that.. Could you ask me differently?"
221,"hi","Welcome!"
221,"what is software testing","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice."
221,"what techniques are used","Sorry, I still can't answer that.. Could you ask me differently?"
221,"what techniques are used","Sorry, I still can't answer that.. Could you ask me differently?"
222,"Hello","Hello, ask me a question!"
222,"What is the distance of earth and sun","Sorry, I still can't answer that.. Could you ask me differently?"
223,"what do you do","I am here to help you with software testing. I can answer some question you ask me about that topic."
223,"I need to test a chatbot for education porposes, what kind of tests can I made","Sorry, I still can't answer that.. Could you ask me differently?"
223,"I need to test a chatbot for education porposes","Sorry, I still can't answer that.. Could you ask me differently?"
223,"how can I test a chatbot","Sorry, I still can't answer that.. Could you ask me differently?"
223,"what can I ask you","You can ask me anything related to testing terminology and usage of software testing criterias"
223,"best way to test a chatbot","Sorry, I still can't answer that.. Could you ask me differently?"
223,"best tests","Sorry, I still can't answer that.. Could you ask me differently?"
224,"oi tudo bem","Sorry, I still can't answer that.. Could you ask me differently?"
224,"you apeak portuguese","Sorry, I still can't answer that.. Could you ask me differently?"
224,"2 + 6","Sorry, I still can't answer that.. Could you ask me differently?"
225,"hi","Welcome!"
225,"how to write a test case for login form","Sorry, I still can't answer that.. Could you ask me differently?"
225,"help","Sorry, I still can't answer that.. Could you ask me differently?"
226,"Hey","Welcome!"
226,"nice","Cool"
226,"cool","Sorry, I still can't answer that.. Could you ask me differently?"
226,"i want learn about worked examples","Sorry, I still can't answer that.. Could you ask me differently?"
226,"for","Sorry, I still can't answer that.. Could you ask me differently?"
227,"hey","Hi there, what do you need?"
227,"food","Sorry, I still can't answer that.. Could you ask me differently?"
227,"what is mean unity test","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes."
227,"how do that","Sorry, I still can't answer that.. Could you ask me differently?"
227,"how do unit test","Sorry, I still can't answer that.. Could you ask me differently?"
227,"how can i do any type of unit test","Sorry, I still can't answer that.. Could you ask me differently?"
228,"qet","Sorry, I still can't answer that.. Could you ask me differently?"
228,"qet","Sorry, I still can't answer that.. Could you ask me differently?"
228,"et","Sorry, I still can't answer that.. Could you ask me differently?"
228,"qet","Sorry, I still can't answer that.. Could you ask me differently?"
228,"qetaa","Sorry, I still can't answer that.. Could you ask me differently?"
228,"c","Sorry, I still can't answer that.. Could you ask me differently?"
228,"hello","Welcome!"
228,"how are you","Great! How are you?"
228,"i am fine","Sorry, I still can't answer that.. Could you ask me differently?"
228,"i am good","Sorry, I still can't answer that.. Could you ask me differently?"
228,"i am majestic","Sorry, I still can't answer that.. Could you ask me differently?"
228,"good","Sorry, I still can't answer that.. Could you ask me differently?"
228,"bro","Sorry, I still can't answer that.. Could you ask me differently?"
228,"oxi","Sorry, I still can't answer that.. Could you ask me differently?"
228,"how much money i can get","Sorry, I still can't answer that.. Could you ask me differently?"
228,"hello","Hello, ask me a question!"
22,"TOB_STT iniciar conversa","Hi there! What's your name?"
22,"hi","Hi there!"
22,"can you give me an example about equivalence class?","I don't know how to respond this"
22,"How do i apply equivalence class partitionig criteria?","I don't know how to respond this"
22,"Can you give me an example of functional testing criteria?","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others)."
22,"How do I apply equivalence class partitioning criteria?","The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes."
22,"What is an input domain?","The input domain is a set of values that can be used to execute a certain program. The input domain specifies all the possible sets of values."
22,"Can you give me an example of an input domain?","I don't know how to respond this"
22,"can you list the functional testing s criterias?","Ok, tell me. What is your question? I don't know how to respond this"
22,"Can you list all the criterias of functional testing?","Ok, tell me. What is your question? I don't know how to respond this"
22,"What is limit value?","I haven't heard of limit value."
23,"TOB_STT iniciar conversa","Hi there! What's your name?"
23,"TOB_STT iniciar conversa","Hi there! What's your name?"
23,"hello","Hi there!"
23,"hi","Hi there!"
23,"hey","That's interesting."
23,"hello","Hi there!"
23,"how are you:","Im fine, what about you?"
23,"fine, thanks","Hi there!. You are welcome! :)"
23,"thanks","You are welcome! :)"
23,"I appreciate that","That's good information."
23,"tell me about testing","I don't know how to respond this"
23,"what is testing:","Does it have anything to do with undefined?"
23,"What is testing?","What is your purpose in asking?"
23,"I wanna know","I haven't heard anything like that before."
23,"really","Groovy."
23,"what is a fault?","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug."
23,"what is a default?","I haven't heard of default."
23,"what is a error?","An error is a state of execution of the program which is not expected and may lead to an incorrect result."
23,"and what is a fault?","I will try to find out."
23,"fault?","I don't know how to respond this"
23,"what are a fault?","Try searching the Wikipedia."
23,"what is a program?","A program is a listing of events comprising a larger event, or the events themselves."
23,"what is a test?","I need time to formulate the reply."
23,"what is a error?","An error is a state of execution of the program which is not expected and may lead to an incorrect result."
23,"what is a criteria?","I need time to formulate the reply."
24,"TOB_STT iniciar conversa","Hi there! What's your name?"
24,"Renan Góes","Hello Renan Góes ! Can you tell me your Numero USP?"
24,"8273142","Thank you! What's up?"
24,"criteria","I don't know how to respond this"
24,"limit value","I don't know how to respond this"
24,"what is limit value?","I will try to find out."
24,"What is Functional Testing?","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing."
24,"what is is test case?","I need time to formulate the reply."
24,"What are the criteria for functional testing?","Check back later and see if I learn the answer to that one."
24,"How do I partition the equivalence classes?","I don't know how to respond this"
24,"What can you answer me?","I like to chat with my friends."
24,"Hi","Hi there!"
24,"What is Black Box testing?","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing."
24,"Which softwares perform functional tests?","I don't know how to respond this"
24,"bye","TTYL, Renan Góes."
25,"TOB_STT iniciar conversa","Hi there! What's your name?"
25,"TOB_STT iniciar conversa","Hi there! What's your name?"
25,"a","Hello a ! Can you tell me your Numero USP?"
25,"1","I don't know how to respond this"
25,"111111","I don't know how to respond this"
25,"24346344","I don't know how to respond this"
25,"1234567","I don't know how to respond this"
25,"no","Yeah that's right."
25,"hi","Hi there!"
25,"respond","I don't know how to respond this"
25,"i have a question","Ok, tell me. What is your question?"
25,"forget about","I don't know how to respond this"
25,"forget","I don't know how to respond this"
25,"nop","Yikes!"
25,"nop","I understand."
