,Unnamed: 0,user,question,question_class,answer_v1,answer_v2,v1_x_v2
1449,1449,179,Hello,Greet,"Hello, ask me a question!",Hi,0.556562602519989
1450,1450,179,What is a fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604797
1451,1451,179,What is the difference between fault and error,Clarify,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. An error is a state of execution of the program which is not expected and may lead to an incorrect result.",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.7251092791557312
1452,1452,179,Can you give me a example of functional testing criteria,ynQuestion,"In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).","Sorry, I didn't understand your question, could you repeat?",0.05829416960477829
1453,1453,179,How do i apply equivalence class partitioning criteria,Clarify,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.","Sorry, I didn't understand your question, could you repeat?",0.032616086304187775
1454,1454,179,Can you give me a example of equivalence class partitioning criteria,ynQuestion,"Consider the specification. A program validates a field in the following way: values less than 10 are rejected, values between 10 and 21 are accepted and values greater or equal to 22 are rejected. In this problem, the values 3, 10 and 22 cover all the existing equivalence classes.","Sorry, I didn't understand your question, could you repeat?",0.21970856189727783
1455,1455,17,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't understand your question, could you repeat?",0.043609727174043655
1456,1456,180,hi,Greet,Welcome!,Hi,0.13563869893550873
1457,1457,180,thank you,Statement,You are welcome! :),No worries!,0.41018155217170715
1458,1458,180,hello,Greet,"Hi there, what do you need?",Hi,0.5008180737495422
1459,1459,180,what do you offer,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1460,1460,180,testing,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.",-0.02424190565943718
1461,1461,180,test a software,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1462,1462,181,hey,Greet,"Hello, ask me a question!",Hi,0.556562602519989
1463,1463,181,what is is software,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1464,1464,181,how can i test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","To create a test set using the McCabe criterion, first write down a complete path always making decisions in predicate nodes to avoid loops (or the first path could be the result of a random real input). Then, the following paths should be equal to the previous one, but changing the decision of the first predicate node not changed yet. After you cannot add any more paths, you have exactly C paths, where C is the McCabe complexity of your CFG. You should create test cases the exercise this paths. This test set also has the property that it satisfies statement coverage and branch coverage criterions.",-0.01174566987901926
1465,1465,181,tes,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1466,1466,181,test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1467,1467,181,testes types,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1468,1468,181,tests types,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1469,1469,181,mutation test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1470,1470,181,How mutation works,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
1471,1471,182,"hi, can you teach me something about test",Emphasis,"Hi there, what do you need?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.019687820225954056
1472,1472,182,to organize scenarios on a new product,nAnswer,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1473,1473,182,how to organise tests,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1474,1474,182,test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1475,1475,182,can you teach me about software tests,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1476,1476,182,can you teach me,ynQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1477,1477,182,forget,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
1478,1478,183,what is an oracle,whQuestion,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",1.0000001192092896
1479,1479,183,example of a equivalence class,Statement,"In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example.","In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example.In software testing, an equivalency class could be the set of strings of size less than or equal to 8, for example.",0.9528223872184753
1480,1480,183,thanks,Statement,You are welcome! :),No worries!,0.41018155217170715
1481,1481,183,what is a controle flow graph,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1482,1482,183,what is a control flow graph,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","The control flow graph (CFG) is a graph representation of a certain program, in which the nodes correspond to sequences of instructions, edges correspond to path decisions (e.g. an if statement) and the start node corresponds to the beginning of the program. The CFG is a very important tool in white-box testing, because it represents very well the structure of the program.",0.11381224542856216
1483,1483,183,example of if,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",An if statement can be represented as in the picture below:,0.07635392248630524
1484,1484,183,example of switch,ynQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",A switch or case statement can be represented as in the picture below:,0.10483205318450928
1485,1485,183,Define a non executable path,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",A non executable path is a path in the CFG graph for which there is no data input that causes the execution of it.,0.1015978753566742
1486,1486,183,What is functional testing,whQuestion,"Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.","Functional testing (or Black Box Testing) is a technique whereby the system is tested against the functional requirements/specifications. During the functional testing the internal logic of the system being tested is not known to the tester. Functional testing ensures that the requirements are properly satisfied by the system. This type of testing is not concerned with how processing occurs, but rather, with the results of processing. It simulates actual system usage but does not make any system structure assumptions. Functional testing is normally performed during the levels of System Testing and Acceptance Testing.",0.9999998807907104
1487,1487,183,How do I use functional testing,Clarify,"It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion.","It depends of the functional testing criterion used. The most common criteria used in functional testing are equivalence partitioning and boundary-value analysis. Please, ask me how to use equivalence partitioning criterion and/or boundary-value analysis criterion",0.9989995956420898
1488,1488,183,Show me an example,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","In functional testing technique, the functionality of an application is tested by providing inputs to generate the desired outputs. Consider a bus ticket purchase system with the following requirement: The discount amount is calculated as follows: students can purchase up to 100 tickets per month, with a 50% discount; workers can buy up to 50 tickets a month, with a 30% discount; other users do not have discount on the ticket price. The functional testing concentrates in selection of test input (or data test) to test this functionality, for instance, selecting test input for each class of user of the bus (student, worker and others).",0.04904210567474365
1489,1489,183,What is a path,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A path a list of nodes that can be traversed sequentially, following it’s edges. In CFG, a path represents the execution of the program for some specific input.",0.0497591570019722
1490,1490,183,what is a path,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A path a list of nodes that can be traversed sequentially, following it’s edges. In CFG, a path represents the execution of the program for some specific input.",0.0497591570019722
1491,1491,183,what is a simple path,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",A simple path is a path with no repeated nodes.,0.04042672738432884
1492,1492,183,define complete path,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",A complete path in a CFG is a path where it’s first node is an entry node and the last is an exit node.,0.12250510603189468
1493,1493,183,What Is cfg,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","The control flow graph (CFG) is a graph representation of a certain program, in which the nodes correspond to sequences of instructions, edges correspond to path decisions (e.g. an if statement) and the start node corresponds to the beginning of the program. The CFG is a very important tool in white-box testing, because it represents very well the structure of the program.",0.11381224542856216
1494,1494,183,thank you,Statement,You are welcome! :),No worries!,0.41018155217170715
1495,1495,183,bye,Bye,Nice talking to you!,Bye!,0.20731700956821442
1496,1496,183,hey,Greet,"Hi there, what do you need?",Hi,0.5008180737495422
1497,1497,183,what is an oracle,whQuestion,"An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.","An oracle is any human or mechanical agent that decides whether a program behaved correctly in a given test and accordingly results in a verdict of “pass” or “fail.” There exist many different kinds of oracles; for example, unambiguous requirements specifications, behavioral models, and code annotations. Automation of mechanized oracles can be difficult and expensive.",1.0000001192092896
1498,1498,183,what is a fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604797
1499,1499,183,what is an error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
1500,1500,183,thanks,Statement,You are welcome! :),No worries!,0.41018155217170715
1501,1501,184,hi,Greet,Welcome!,Hi,0.13563869893550873
1502,1502,184,unit test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1503,1503,185,Hello,Greet,"Hi there, what do you need?",Hi,0.5008180737495422
1504,1504,186,"Hi, good morning",Greet,"Hi there, what do you need?",Hi,0.5008180737495422
1505,1505,186,Tell me about black box,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1506,1506,186,What mean black box test,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1507,1507,186,"Hi, my name is Peter",whQuestion,"Hello, ask me a question!",I don't understand what you mean,0.17478398978710175
1508,1508,186,"Faça um paralelo entre defeitos, erros e falhas",nAnswer,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1509,1509,186,"Make a parallel between defects, errors and failures",Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
1510,1510,186,What is software testing,whQuestion,"Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenaice.","Software testing is an activity of software engineering whose main goal is to validate the project requisites and to assert the software correctness, both before the deployment of the final product as well as during its maintenance.",0.9988222718238831
1511,1511,186,What is a failure,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,1.0
1512,1512,186,What the difference between failure and error,Continuer,"Sorry, I still can't answer that.. Could you ask me differently?",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.05889357626438141
1513,1513,186,What the difference between defect and error,Continuer,"Sorry, I still can't answer that.. Could you ask me differently?",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.05889357626438141
1514,1514,186,what is defect,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.8271481990814209
1515,1515,186,How to apply the limit value analysis criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
1516,1516,186,limit value analysis criterion,ynQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1517,1517,186,What is value analysis criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1518,1518,186,what is limite value,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1519,1519,186,Provides examples of using the limit value analysis criterion,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
1520,1520,186,what is criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1521,1521,186,What is value analysis criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
1522,1522,186,How do apply the limit value analysis criterion,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
1523,1523,186,How do I apply equivalence class partitioning criteria,whQuestion,"The equivalence partitioning criterion divides the input domain in several subsets (partitions) with no intersection and selects a test case for each partition. The idea is that each test case represents all input domain that partition class and, therefore, one test case for each class is enough for this testing criterion. The criterion considers valid and invalid equivalence classes. For example, you can separate invalid and valid inputs into two different subsets or classes.","Sorry, I didn't quite catch that",0.057073697447776794
1524,1524,186,What the difference between fault and error,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.05889357626438141
1525,1525,186,What is the difference between fault and error,Clarify,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. An error is a state of execution of the program which is not expected and may lead to an incorrect result.",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.7251092791557312
1526,1526,186,What the difference between failure and error,Continuer,"Sorry, I still can't answer that.. Could you ask me differently?",An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.05889357626438141
1527,1527,186,What is the difference between failure and error,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error. An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.8488234281539917
1528,1528,186,What the difference between failure and fault,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.05178535357117653
1529,1529,186,What is the difference between failure and error,whQuestion,A failure is a result of the program which is incorrect or not expected. This is caused by an error. An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,0.8488234281539917
1530,1530,186,How do I apply the limit value analysis criterion,Reject,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1531,1531,187,Hi,Greet,"Hello, ask me a question!",Hi,0.556562602519989
1532,1532,187,What is a error,whQuestion,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
1533,1533,188,Hello,Greet,Welcome!,Hi,0.13563869893550873
1534,1534,188,How are you,whQuestion,Great! How are you?,I don't understand what you mean,-0.010543142445385456
1535,1535,189,Hi,Greet,Welcome!,Hi,0.13563869893550873
1536,1536,189,Who are you,whQuestion,"I am TOB-STT, a software testing teaching assistant!",I don't understand what you mean,0.06086118891835213
1537,1537,18,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,I don't understand what you mean,-0.025836601853370667
1538,1538,18,Hi,Greet,Hi there!,Hi,0.6420996189117432
1539,1539,18,simone,Statement,I don't know how to respond this,Hi,0.18081431090831757
1540,1540,18,TOB_STT iniciar conversa,Statement,Hi there! What's your name?,"Sorry, I didn't quite catch that",0.009424732066690922
1541,1541,18,Simone,Statement,Hello Simone ! Can you tell me your Numero USP?,Hi,0.32317811250686646
1542,1542,18,1842655,Statement,Thank you! What's up?,Hi,0.37862032651901245
1543,1543,18,what´s your name?,whQuestion,Is that a rhetorical question?,"Sorry, I didn't quite catch that",0.07755698263645172
1544,1544,18,yes,yAnswer,Tell me more.,I don't understand what you mean,0.1605900526046753
1545,1545,18,i like you,Statement,Thanks for the information.,No worries!,0.3343904912471771
1546,1546,18,How to use particioning class,Clarify,I don't know how to respond this,I don't understand what you mean,0.3189530074596405
1547,1547,18,how to use partitioning,whQuestion,I don't know how to respond this,"Sorry, I didn't understand your question, could you repeat?",0.33706045150756836
1548,1548,190,olá,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",Hi,0.11770277470350266
1549,1549,190,I need to test a unit in javascript,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1550,1550,190,I need to test a unit in javas,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1551,1551,190,I need to test a unit in java,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1552,1552,190,hi,Greet,"Hello, ask me a question!",Hi,0.556562602519989
1553,1553,190,how to test a java program,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1554,1554,191,O que é classe de equivalência,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1555,1555,191,partição de equivalência,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1556,1556,191,structural test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1557,1557,192,Hello,Greet,"Hello, ask me a question!",Hi,0.556562602519989
1558,1558,193,what is is a fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604797
1559,1559,193,what is difference between fault and error,Clarify,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,An error is a state of execution of the program which is not expected and may lead to an incorrect result.,1.0000001192092896
1560,1560,193,what is a fault,whQuestion,"Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug.","Fault is an incorrect step, process, or data definition in computer program. Fault is the formal name of a bug. A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation.",0.9519746899604797
1561,1561,193,What is the difference between defect and failure?,whQuestion,A software defect or bug is a condition in a software product which doesn’t meet a software requirement or end-user expectation. A failure is a result of the program which is incorrect or not expected. This is caused by an error.,A failure is a result of the program which is incorrect or not expected. This is caused by an error.,0.7687923908233643
1562,1562,193,How can the boundary value analysis criterion be applied?,ynQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1563,1563,193,How can apply partitioning equivalency,ynQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
1564,1564,193,Provide example of applications of the equivalence partitioning,Statement,TOB-STT:,"Here is an example of an application of equivalence class partitioning. Consider the following specification: a switch is turned off when the temperature falls below 18˚C and is turned on again when it begomes greater than 21˚C. In this problem, some equivalence values belonging to the same classes are 22, 23 and 24.",-0.020399505272507668
1565,1565,193,Provide examples of applications of the equivalence partitioning,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Here is an example of an application of equivalence class partitioning. Consider the following specification: if you are below 18 years old, you are too young to be insured. If you are between 18 and 30 years old, you will get a 20% discount, but you are not eligible for an insurance if you are past 30. In this problem, the ages 18, .., 30 are in the same equivalence class.",0.01705983467400074
1566,1566,194,Hi,Greet,"Hello, how are you?",Hi,0.6183379888534546
1567,1567,194,pretty good thanks,Statement,You are welcome! :),No worries!,0.41018155217170715
1568,1568,194,what is is a chatbot,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
1569,1569,194,Do you know what is a chatbot,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1570,1570,194,What is a Test,whQuestion,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",1.0
1571,1571,194,and what is UX,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1572,1572,194,What Is is user experience,Clarify,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1573,1573,194,What Is is Unit Tests,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1574,1574,194,What Is unit test,whQuestion,"A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",1.0
1575,1575,194,what types of tests are there,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1576,1576,194,What types of tests exists,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1577,1577,194,How many tests exist,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
1578,1578,194,criteria,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1579,1579,194,i want to do a test in a software,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1580,1580,194,quero fazer um teste,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1581,1581,195,hi lorena,Greet,Welcome!,Hi,0.13563869893550873
1582,1582,195,what is your name,whQuestion,"I am TOB-STT, a software testing teaching assistant!",I don't understand what you mean,0.06086118891835213
1583,1583,195,I need learning about test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1584,1584,196,Hi,Greet,"Hi there, what do you need?",Hi,0.5008180737495422
1585,1585,196,I need to learn about software design,nAnswer,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1586,1586,196,What can you answer,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
1587,1587,196,I need to learn about software test,nAnswer,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1588,1588,196,What,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1589,1589,196,Unity test,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1590,1590,196,What is tour name,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1591,1591,196,What is your name,whQuestion,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.2756568193435669
1592,1592,196,What is your name,whQuestion,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.2756568193435669
1593,1593,196,What is your name,whQuestion,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.2756568193435669
1594,1594,196,name,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1595,1595,196,name,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1596,1596,196,What name,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1597,1597,196,What is your name,whQuestion,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.2756568193435669
1598,1598,196,What is name,whQuestion,"Sorry, I still can't answer that.. Could you ask me differently?","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.03370435908436775
1599,1599,196,What is your name,whQuestion,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.2756568193435669
1600,1600,196,What Is your name,Clarify,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.2756568193435669
1601,1601,196,What Is your name,Clarify,"I am TOB-STT, a software testing teaching assistant!","A test, in software testing, is the act of performing some assurance of both the correctness of a software and its validation of the project requisistes.",0.2756568193435669
1602,1602,196,your name,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
1603,1603,196,Teste,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1604,1604,196,Can you help me,ynQuestion,"Ok, tell me. What is your question?","Sorry, I didn't quite catch that",0.1745912879705429
1605,1605,197,hi lorena,Greet,"Hi there, what do you need?",Hi,0.5008180737495422
1606,1606,197,power,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't quite catch that",0.26980283856391907
1607,1607,198,hi,Greet,"Hi there, what do you need?",Hi,0.5008180737495422
1608,1608,198,error detection,Statement,"Sorry, I still can't answer that.. Could you ask me differently?","Sorry, I didn't understand your question, could you repeat?",0.5751727223396301
1609,1609,199,Hi,Greet,"Hello, how are you?",Hi,0.6183379888534546
1610,1610,199,I am ok,Statement,"Sorry, I still can't answer that.. Could you ask me differently?",I don't understand what you mean,0.32585859298706055
